feature_1,feature_2,target
-2.5193763301367404,-2.103359708458128,0
0.4592556994059891,-1.183082431126791,1
0.1656908251237761,1.638276966707565,1
0.768020710176667,-1.0315696406601484,1
1.6798803969630645,0.5671811214735478,1
1.0267934365236708,1.3545988065488817,1
-2.1312827736198594,-0.11141854203339752,0
1.3269325452367504,-1.1583621650131202,1
1.0663010000367235,0.10430288286071898,1
2.6936198812667156,1.2921335700675307,1
1.0535113632741726,-1.918454729715525,1
1.6626984676095717,-1.6454987795089997,1
-2.4598795063957555,-1.471631871667678,0
1.169451186047325,-1.924690835105324,1
1.3899067930101485,2.0925416664776253,0
-2.1280371218451037,0.26765241843539267,0
0.029457207996262502,1.4131968460515123,1
1.106094934968471,-1.096653584898746,1
-2.0389829790995666,0.7526111501910996,0
-0.04521159865452029,-0.3005965040940679,1
-0.8743630412689587,-0.36679927149672165,0
0.8032653782645314,0.21418538848775115,0
-0.12206287041263497,-0.9368665120344787,0
0.5750121963671697,-0.05905117780613911,1
1.368534610549414,-1.1434276968180723,1
-0.5328267726110996,0.8828951171782736,0
-1.872014087910416,0.8361943728318287,0
0.3676161118188238,-0.4159232500044373,1
2.3513841293910227,-1.7295091351656566,1
-1.628232803745389,0.8352894998108171,0
-1.0178354484825083,0.14018602731936136,0
-1.0611374094010764,-1.4989493450410467,0
1.261323994272893,-1.4471780246381543,1
-1.2265500273606467,1.4228422746481777,0
2.656591666620214,1.5881313804615962,1
-0.2964017694869746,-1.003742285352847,0
-0.6152089539732277,2.093363664348731,1
1.6447792360632962,2.368214067367603,1
0.36195879688770627,0.7630202933919263,1
0.8980947353880896,-1.08575176555656,1
-0.19012970112907013,0.47075405264331405,1
1.2680820566337296,1.763929217094768,1
1.449317262098991,-1.4025645610344153,1
0.7703773849201514,0.4519546026626011,0
0.014139048130008991,-0.33029126220265315,1
2.328177087383729,2.1406000299150705,1
0.49578598760487935,-0.23362129141724253,0
-0.8420105778012358,-1.532040245496971,0
1.1058308888727606,1.743094691612824,1
0.2875645283420174,0.2499731223047137,0
-0.5010603529997164,1.3878748750870205,0
1.2302306773524356,-1.0192188225416547,1
-1.0689970094298005,-0.6635094700089654,0
-1.289494391021916,1.5332136198120812,0
-1.6033033507169856,0.11831203791231759,0
-0.26931258548562464,-0.6714605235633937,0
2.1537704138724973,-2.440744393706674,1
1.5181877135017108,0.6995660150046882,1
