feature_1,feature_2,target
0.7714402856199863,-1.2623349928073457,0
-1.2921156967369958,-0.40911066414744257,0
-1.427220505373396,1.6193162957225216,1
-1.8629428557293264,1.6822546994582512,1
1.3263614481173427,0.32055420100711696,0
-1.034796154426462,1.110975288217244,1
-1.9932108435847988,1.8419566328244414,1
-1.3489373501835953,-0.3682576479550924,0
-0.3734996654108004,0.2984665154527525,1
0.7183196672776835,-0.7612657057594816,0
1.0572749951939522,-0.15324615300416045,0
-1.0939189039817563,0.9721689282270174,0
0.8937257851956497,-0.7708130444671633,0
-0.6701908007560964,0.13080654049710572,0
-1.000533465352875,1.2092720119068148,1
-0.3100455428017833,-1.1103605951188793,0
-2.726983288431712,-0.08679836583439149,0
-0.6263036854260676,0.543453996030361,1
-1.2661554945453595,0.10285071424313652,0
0.6760586452271695,-1.0672190026276316,0
1.1640420273725696,1.135599883013422,1
-2.408044661428798,2.21778078737231,1
0.8414679601130847,-0.9550360987030683,0
0.8107773795894766,-2.6823840178396967,0
1.4217780211511846,1.8450955256239268,1
1.104552519532331,0.5456858542995269,1
-3.0439052056024862,3.3051005469774055,1
0.8795611333189727,-1.1024902508601497,0
-1.0312049047660494,1.468616591707922,1
-0.3273404809870012,0.7455768861616855,1
-1.3571801755263868,-0.19399671777321692,0
-1.1123381145094973,1.1084496973671136,1
0.7224757627001013,-1.3373699880542533,0
0.962369831219715,-1.2430627486027936,0
0.4278250289291545,1.4294840438737637,1
1.4756120272500566,1.8965970592523274,1
1.1299032019965867,-0.38779488702272014,0
0.7695440853851674,-1.1470283453111534,0
-0.3878340548051308,-1.412058020583453,0
0.38775073459865284,-1.4615065401262977,0
-1.4480895248489873,-0.29136740051409415,0
0.5583149949559882,0.6302043693914436,1
0.9624322112552601,-1.3824863777195446,0
-0.06876769781245662,-1.2228783834155559,0
-1.2359945233124778,1.31487102441608,1
0.08635434035676348,-1.18219696410788,0
0.9471055082703883,1.1829004030216814,1
-0.21047810938736633,0.026561278626015206,1
-2.111906386322369,1.7476203141426758,1
-1.0728739186771208,-2.071607220848926,0
-0.45665579226952147,-1.4646214857884003,0
0.7179346802554483,-1.6503720704267981,0
1.265798886179621,-0.8232487291162062,0
-0.6887483798149252,-1.5623643025549394,0
-2.011817641604264,2.3743209158427434,1
0.8610461822288206,-1.0426482784807691,0
-1.0632532541190522,1.0898650771623313,1
-1.522859785020922,-0.5648391800806594,0
-1.2131118002823067,1.8059814894147235,1
1.1054375857960594,-1.257005296394862,0
-1.614866162142253,-0.4052609853086627,0
1.6078695078001375,1.5221266874696748,1
-3.102189360622374,-1.8330658619375453,0
-0.13082739723561754,0.07873671193822818,1
0.30001140082999533,0.016695984504995987,1
0.6045562283657318,0.27461167101700645,1
1.2549187474925603,1.207374808725059,1
0.987334774443171,1.4402603554156035,1
-1.1627826804178454,-0.5774091102598227,0
1.1364038280593662,-1.3830861936018124,0
-1.1018049783917154,1.287375180274963,1
1.034234437165606,-0.8049656943040457,0
-0.40722530191357265,0.33741405645507916,1
0.9049729489751996,-1.071172250761867,0
1.9818439132227317,2.749088239756156,1
1.0901188296693733,-1.0057935551702242,0
1.0143012988472084,-1.4367264227305656,0
-1.7101850837092614,-0.8232730180775396,0
0.8638394108287064,-1.977921718072591,0
-0.6771864394220604,-1.7314966897707063,0
-0.008639281509814745,-2.965617586896631,0
1.1306257030830733,-1.5466224700717826,0
0.8643088218784947,0.43975758953915256,1
-0.46700053674257125,-1.8914367951691307,0
-2.433614156756383,2.1395650396718136,1
0.4980594249984145,0.8979104911058629,1
0.5523338262131687,0.9892876689576542,1
1.2077126475321243,-2.3712872857468126,0
-1.3940798717814091,1.4525843670896061,1
1.4303533367578785,1.6676730437520133,1
-0.43445077795863707,0.6853936467338069,1
0.023763816555980144,-0.3671415276465009,1
-2.4498446891329353,1.9879434576945367,1
0.5942496710847276,-1.2894495015411533,0
-1.045638257078281,0.3812153803501599,0
-1.8952153751533578,-0.7012634520588652,0
-1.976764218065482,-1.2231652890617,0
-1.7035780937319818,1.7099104839684856,1
0.8679422654926485,-0.3842467029355371,0
-1.959334364849843,0.23594878355807047,0
-0.4428412686149934,-1.3967906147839275,0
-0.8035907359744419,0.540119802324236,1
-2.030207550168342,0.7514967204178009,0
0.8405889596031607,-0.53097255236806,0
-3.1014100747995577,3.214018746696706,1
0.7871156644112863,0.777024229413704,1
0.8586247943472554,-0.8447840062734554,0
1.1005041249191574,-0.9930853740966934,0
-0.10776788961229222,0.22737646963179314,1
0.3848048353261384,0.6882953586630819,1
-2.671119566363317,2.75473690605918,1
1.162648192198208,-0.7753087413789332,0
0.6165000166057233,0.6686274962474956,1
-1.3839154036073578,-1.7020926329744572,0
-1.3431753599554708,-0.8299701363733181,0
-1.174908512890222,0.21501574562404424,0
-1.149513990577921,-2.1831128585126827,0
-1.2127102796070217,1.0007127217118517,1
1.2356392004045682,-0.8142621835144952,0
-0.5418262178426946,0.6351394567485487,0
1.0915750000271771,-0.5757736467656627,0
-1.5295441991157754,0.25160196046116456,0
-1.280248996464084,1.249253056214908,1
0.8413101114382395,-1.9698838203897686,0
1.4600528721068426,0.6661799187420749,1
-2.6208738238724028,1.9995114812671995,1
-0.4208178980581271,0.9459442490205806,1
-1.7000841118081857,-1.3526974067056456,0
0.4853764023298782,-1.8978050685970158,0
-1.1408691077615343,-0.8417499236053937,0
2.0861105894557004,1.9822054731196062,1
-2.098902109271761,2.0956815812315974,1
-0.39102509664380014,0.39030716094443085,0
-0.5810150383671551,0.7079139361692641,1
0.5394143518630862,0.5882894437424411,1
1.1682722484671997,-1.1051850164017747,0
0.9681208754254955,-0.7613485922569195,0
0.6930959334582143,-1.5977391620762018,0
1.589013646899521,1.319596581429582,1
-0.2769634110403584,-1.2647739322827944,0
0.9785141819623371,-1.150967652803503,0
-1.857013566758907,1.977348572642768,1
-3.0670312893151674,2.925934792812636,1
1.1752569159354003,-0.17286723882110655,0
-2.3810600529350294,2.5893364483779258,1
-0.6009344840455284,0.9037593823972584,1
-1.0222084322891527,0.7165899482225964,1
0.6422689487020057,0.9145798529019785,1
-0.9837730584905147,0.6829220088986375,1
0.8621968731371772,-0.2434013690161836,1
0.19374387050401198,-2.5955832404454577,0
-1.3778882936813381,-0.5595357776670005,0
1.0253501641036857,-4.092025970177257,0
-1.3901327939473558,-0.7898577350625395,0
0.17181169258016538,0.7795921859529791,0
-1.7700802087865313,-0.410665533624347,0
0.8907090515313815,-1.200986959302537,0
-1.1998565928390401,-2.6636529715491344,0
-0.3389039177476101,0.07962589841006729,1
1.257307995171053,1.0911398524294087,1
1.003960053578273,-0.5097346586357169,0
0.7518482304546833,0.5272008035556608,1
0.021456513761482165,-0.3171770062228195,0
0.5509722117750284,0.32893586957361365,1
-1.2111031476307565,0.5621541980050999,1
1.5599430149173155,-0.0836033902022828,0
-0.48948133033776886,0.5681081853415273,1
-2.1022584520706697,1.9828541997922424,1
-2.3296524999768247,-0.20020486605661525,0
0.9821888881116774,-0.7700369527578318,0
-1.5471578211167598,-0.9758150492513014,0
1.0483474771291657,-0.788496576331405,0
-0.9465733998523158,1.221546572945423,1
0.4832680329390382,0.6316189021198151,1
